Energy,ahv_data,ahv_data,ahv_data,ahv_data
eV,T015 (ahv),T025 (ahv),T225 (ahv),T500 (ahv)
1.24,0.08257780985617635,0.06839507353436507,0.051526768024061885,0.38243736416234636
1.2403100775193798,0.082557170566119,0.06837797904174181,0.0515138895532985,0.38234177872963215
1.2406203101550775,0.08251588682357891,0.06834378578072631,0.05148812939050629,0.38215058395575596
1.2409306980235177,0.08247461340586426,0.06830960107124895,0.051462375670169536,0.3819594369986419
1.2412412412412412,0.08243335031296795,0.06827542491327421,0.05143662839230956,0.3817683378581833
1.2415519399249062,0.08239209754484733,0.0682412573068163,0.05141088755688372,0.38157728653423106
1.241862794191287,0.08235085510157347,0.06820709825193916,0.051385153163927555,0.38138628302706934
1.2421738041572752,0.08230962298310374,0.06817294774855753,0.05135942521345527,0.38119532733644945
1.2424849699398797,0.08226840118939549,0.06813880579665721,0.0513337037053887,0.38100441946230745
1.2427962916562265,0.08222718972051979,0.06810467239630213,0.05130798863979891,0.38081355940491335
1.2431077694235588,0.08218598857646953,0.06807054754749231,0.05128228001668589,0.3806227471642103
1.2434194033592378,0.08214479775718786,0.06803643125016379,0.051256577835985695,0.380431982739978
1.2437311935807422,0.08210361726275295,0.06800232350438051,0.05123088209777649,0.3802412661324581
1.2440431402056684,0.08206244709312216,0.06796822431011407,0.05120519280202984,0.38005059734159374
1.244355243351731,0.08202128724825997,0.06793413366737866,0.05117950994871734,0.37985997636730673
1.2446675031367629,0.07129812480521736,0.05617543628431321,0.030447132781389996,0.34227909813308344
1.2449799196787148,0.06587229076765766,0.07317803990783034,0.05344716171366315,0.2568648452470086
1.2452924930956566,0.08643388560522425,0.07596163894928054,0.06790352879177419,0.13121802785384773
1.245605223505776,0.07401799504553708,0.06995220238012934,0.051100288502226476,0.147784094242553
1.24591811102738,0.08425891850841083,0.08110428320620855,0.06682519751198868,0.11102496447654886
1.2462311557788945,0.0860090673026832,0.07681307026287953,0.0614017940117364,0.14324070736430627
1.246544357878864,0.09252898539022425,0.09232800785742512,0.06826115468244609,0.11262168570765851
1.2468577174459528,0.09953074627171787,0.08219463431724705,0.06821526926105292,0.10644232687501187
1.2471712345989439,0.08882930324626415,0.08788331257760973,0.06220115653047742,0.09035093511513992
1.2474849094567404,0.09567731817283942,0.08123005846938014,0.061036997354875666,0.08156367736027192
1.2477987421383647,0.08551767701424495,0.07896307064402208,0.061202942510874436,0.07304800845560777
1.2481127327629593,0.09774630132830708,0.08931687722728299,0.06438969273611406,0.056405295475279615
1.248426881449786,0.09362580113863572,0.07857060049982323,0.06550587227958005,0.046720042033427944
1.2487411883182276,0.09290297855577023,0.09062671396898736,0.06292927563490025,0.01168376118798875
1.2490556534877864,0.09419506771784825,0.0751419334917145,0.07063509913174215,0.025355629056029727
1.2493702770780857,0.08418629705447955,0.0799173574231915,0.0594883033418796,-0.010201535728761257
1.2496850592088686,0.08900610484779747,0.07530447007937369,0.06692647034570598,0.042690263269982154
1.25,0.07659869622303717,0.06949860575896594,0.0515159204440252,-0.007352858126552064
1.2503150995714645,0.07834548983643685,0.0731005012085646,0.05405215798888463,0.03008119695186906
1.2506303580433686,0.07430358801556025,0.06295449598835035,0.054092131795421494,-0.00828952855484033
1.2509457755359394,0.08246193903982402,0.08416659672917604,0.05443770752401633,0.022682398388688796
1.2512613521695257,0.09356698644237582,0.07981655829880907,0.07204496491936396,-0.018471384632206878
1.2515770880645976,0.08373281172656988,0.08488137270115459,0.05347571900295378,0.01171245586012759
1.2518929833417467,0.09901103400216726,0.08191905080384032,0.07596973874465363,-0.013059947161913499
1.2522090381216864,0.0880695593730465,0.0875836612837233,0.06617919690925333,0.016474328302223284
1.2525252525252526,0.10287034250884375,0.09331718983955284,0.07848290855051232,0.02934487006444897
1.2528416266734024,0.0904571823055349,0.08099395327868564,0.06771094303709901,0.039224535160414575
1.2531581606872157,0.09285915854673732,0.09246855241803331,0.07394249197577807,0.06644603368317803
1.2534748546878949,0.10007883858956745,0.0820963416518552,0.07806394539599637,0.05404045855800632
1.2537917087967645,0.09463373227567473,0.0945821093243282,0.07451383374635867,0.09982470438565372
1.2541087231352719,0.10345585759786502,0.08416951112580762,0.07672718110392651,0.04184416187553808
1.2544258978249874,0.08328110717686599,0.08112617494035135,0.07075064521874452,0.09931243017607017
1.2547432329876043,0.08819541296946198,0.08524025431366766,0.07536754179629668,0.08847432681037759
1.2550607287449393,0.07246377422261929,0.07610085544975931,0.06720041603681182,0.1408949812506961
1.255378385218932,0.07796300245322385,0.08189556837100298,0.06119441786308499,0.12086130341265289
1.2556962025316456,0.07749250593938228,0.06928511268625925,0.0570472780918152,0.16146543669499636
1.2560141808052672,0.0771013234147162,0.07990436932572464,0.06065349514830132,0.131387955897857
1.2563323201621075,0.0845635780476357,0.0687320864578922,0.05880695684231796,0.15534200979981705
1.2566506207246009,0.07556735765798095,0.07721318262913002,0.06085455291637487,0.148336732041777
1.2569690826153066,0.08767683005658711,0.0837422149104654,0.06468221497171811,0.1346701527360139
1.2572877059569074,0.08132841907045218,0.0796481033520351,0.0752767594086663,0.13269960223087907
1.2576064908722109,0.0908746018854103,0.08860652791371137,0.07116829648182943,0.11671903136563344
1.257925437484149,0.08443749218499619,0.07250575105246071,0.07809148190396087,0.11815232756207195
1.2582445459157787,0.08194321361366264,0.08084344150612566,0.06929071772164974,0.07446932434636011
1.2585638162902817,0.08910436582551995,0.07168923548594108,0.07582287044971991,0.09739080702460967
1.2588832487309645,0.07710617346118909,0.07971543922224811,0.06681317490350835,0.06892192968506805
1.2592028433612592,0.08961812806126801,0.07636244808064419,0.07141196892045087,0.0755190743589722
1.2595226003047233,0.07836779840306463,0.0765586778219074,0.07260504036029403,0.024570187193418747
1.2598425196850394,0.08283603101245518,0.08316969558913456,0.06640456283358986,0.04836846852494148
1.2601626016260163,0.07456338077886926,0.06591486668146018,0.06688150891807254,-0.0041321893385415365
1.2604828462515882,0.06981012641828954,0.07257854597651203,0.051133978017389836,0.004803892822941691
1.260803253685816,0.06787792308051621,0.0549849297882119,0.05529864619083469,-0.009455042449175721
1.261123824052886,0.06038517324891757,0.06260181297865586,0.04428466772037609,0.009607713389129913
1.261444557477111,0.07887715825818731,0.06554233067806337,0.056560507731319376,0.012030618975671814
1.2617654540829306,0.06952341789872918,0.07321207520118378,0.054294924149822066,-0.0077262107788271805
1.262086513994911,0.08541288843559158,0.07478582511136267,0.06027134135679546,0.00018817206583321422
1.262407737337745,0.07564335425777102,0.07030346195690385,0.06432253040570401,-0.018031715297532003
1.2627291242362526,0.081540962744441,0.081394014987346,0.06707036008828737,0.016141042389683946
1.2630506748153807,0.08372413031410986,0.0675626754616161,0.06791091881386535,-0.0013046687035043192
1.2633723892002038,0.0751630452917098,0.08164420324168731,0.06470297545793358,0.03689898546045356
1.2636942675159235,0.08328705081685683,0.07084094208617842,0.06489555811881331,0.02480351419092841
1.2640163098878696,0.07333698056474702,0.07601566775089452,0.06785436603663442,0.08781969506147647
1.2643385164414989,0.09034863844268415,0.07955394381779968,0.0675628024948054,0.07112287024985164
1.2646608873023968,0.08318587789801768,0.07223778247523427,0.06331741473537278,0.07505718672350525
